Disease	pathway	sex	alteration	colors	id
C34	transcriptional regulation by tp53	common	up	#19787F	25
C34	transcription of e2f targets under negative control by p107 rbl1 and p130 rbl2 in complex with hdac1	common	up	#19787F	25
C34	regulation of tp53 activity	common	up	#19787F	25
C34	transcription of e2f targets under negative control by dream complex	common	up	#19787F	25
C34	golgi to er retrograde transport	common	up	#19787F	25
C34	inhibition of the proteolytic activity of apc c required for the onset of anaphase by mitotic spindle checkpoint components	common	up	#19787F	25
C34	tp53 regulates transcription of cell cycle genes	common	up	#19787F	25
C34	processive synthesis on the lagging strand	common	up	#19787F	25
C34	transcriptional regulation by e2f6	common	up	#19787F	25
C34	mitotic prophase	common	up	#19787F	25
C34	aurka activation by tpx2	common	up	#19787F	25
C34	meiotic recombination	common	up	#19787F	25
C34	gap filling dna repair synthesis and ligation in gg ner	common	up	#19787F	25
C34	phosphorylation of the apc c	common	up	#19787F	25
C34	processive synthesis on the c strand of the telomere	common	up	#19787F	25
C34	recognition of dna damage by pcna containing replication complex	common	up	#19787F	25
C34	polymerase switching on the c strand of the telomere	common	up	#19787F	25
C34	nuclear envelope ne reassembly	common	up	#19787F	25
C34	e2f mediated regulation of dna replication	common	up	#19787F	25
C34	intra golgi and retrograde golgi to er traffic	common	up	#19787F	25
C34	diseases of programmed cell death	common	up	#19787F	25
C34	rho gtpase effectors	common	up	#19787F	25
C34	apc c cdc20 mediated degradation of cyclin b	common	up	#19787F	25
C34	hcmv early events	common	up	#19787F	25
C34	regulation of plk1 activity at g2 m transition	common	up	#19787F	25
C34	synthesis of active ubiquitin roles of e1 and e2 enzymes	women	up	#B6453A	25
C34	trna processing	men	up	#4A75A9	25
C34	orc1 removal from chromatin	men	up	#4A75A9	25
C34	snrnp assembly	men	up	#4A75A9	25
C34	trna processing in the nucleus	men	up	#4A75A9	25
C34	transcriptional regulation by small rnas	men	up	#4A75A9	25
C34	viral messenger rna synthesis	men	up	#4A75A9	25
C34	transport of mature mrnas derived from intronless transcripts	men	up	#4A75A9	25
C34	transport of the slbp dependant mature mrna	men	up	#4A75A9	25
C34	interactions of vpr with host cellular proteins	men	up	#4A75A9	25
C34	ns1 mediated effects on host pathways	men	up	#4A75A9	25
C34	hiv life cycle	men	up	#4A75A9	25
C34	sumoylation of rna binding proteins	men	up	#4A75A9	25
C34	transcription coupled nucleotide excision repair tc ner	men	up	#4A75A9	25
C34	regulation of glucokinase by glucokinase regulatory protein	men	up	#4A75A9	25
C34	processing of capped intronless pre mrna	men	up	#4A75A9	25
C34	dual incision in tc ner	men	up	#4A75A9	25
C34	sumoylation of sumoylation proteins	men	up	#4A75A9	25
C34	gene silencing by rna	men	up	#4A75A9	25
C34	nucleotide excision repair	men	up	#4A75A9	25
C34	processing of capped intron containing pre mrna	men	up	#4A75A9	25
C34	transport of mature transcript to cytoplasm	men	up	#4A75A9	25
C34	transcription of the hiv genome	men	up	#4A75A9	25
C34	sumoylation of dna damage response and repair proteins	men	up	#4A75A9	25
C34	sumoylation of chromatin organization proteins	men	up	#4A75A9	25
C34	dual incision in gg ner	men	up	#4A75A9	25
C34	sumoylation	men	up	#4A75A9	25
C34	sumoylation of ubiquitinylation proteins	men	up	#4A75A9	25
C34	tp53 regulates transcription of dna repair genes	men	up	#4A75A9	25
C34	rna polymerase ii transcription termination	men	up	#4A75A9	25
C34	global genome nucleotide excision repair gg ner	men	up	#4A75A9	25
C34	deadenylation dependent mrna decay	men	up	#4A75A9	25
C34	diseases of mitotic cell cycle	men	up	#4A75A9	25
C34	mrna splicing	men	up	#4A75A9	25
C34	dna damage bypass	men	up	#4A75A9	25
C34	epigenetic regulation of gene expression	men	up	#4A75A9	25
C34	rmts methylate histone arginines	men	up	#4A75A9	25
C34	termination of translesion dna synthesis	men	up	#4A75A9	25
C34	translesion synthesis by y family dna polymerases bypasses lesions on dna template	men	up	#4A75A9	25
C34	aberrant regulation of mitotic g1 s transition in cancer due to rb1 defects	men	up	#4A75A9	25
C34	initiation of nuclear envelope ne reformation	men	up	#4A75A9	25
C34	recruitment of mitotic centrosome proteins and complexes	men	up	#4A75A9	25
C34	activation of bh3 only proteins	men	up	#4A75A9	25
C34	activation of anterior hox genes in hindbrain development during early embryogenesis	men	up	#4A75A9	25
C34	complement cascade	common	down	#19787F	25
C34	class a 1 rhodopsin like receptors	common	down	#19787F	25
C34	gpcr ligand binding	common	down	#19787F	25
C34	initial triggering of complement	common	down	#19787F	25
C34	sumoylation of intracellular receptors	women	down	#B6453A	25
C34	rho gtpases activate nadph oxidases	women	down	#B6453A	25
C34	biosynthesis of specialized proresolving mediators spms	women	down	#B6453A	25
C34	phase i functionalization of compounds	women	down	#B6453A	25
C34	regulation of fzd by ubiquitination	women	down	#B6453A	25
C34	muscle contraction	men	down	#4A75A9	25
C34	cardiac conduction	men	down	#4A75A9	25
C34	g alpha s signalling events	men	down	#4A75A9	25
C34	cell extracellular matrix interactions	men	down	#4A75A9	25
C34	generation of second messenger molecules	men	down	#4A75A9	25
C34	ngf stimulated transcription	men	down	#4A75A9	25
C34	integration of energy metabolism	men	down	#4A75A9	25
C34	interaction between l1 and ankyrins	men	down	#4A75A9	25
C34	g alpha i signalling events	men	down	#4A75A9	25
C34	nuclear events mediated by nfe2l2	common	up	#19787F	26
C34	keap1 nfe2l2 pathway	men	up	#4A75A9	26
C34	cellular response to chemical stress	men	up	#4A75A9	26
C34	signaling by cytosolic fgfr1 fusion mutants	women	down	#B6453A	26
C34	notch4 intracellular domain regulates transcription	women	down	#B6453A	26
C34	dna strand elongation	common	up	#19787F	27
C34	homologous dna pairing and strand exchange	common	up	#19787F	27
C34	deposition of new cenpa containing nucleosomes at the centromere	common	up	#19787F	27
C34	g1 s specific transcription	common	up	#19787F	27
C34	resolution of d loop structures	common	up	#19787F	27
C34	mitochondrial translation	women	up	#B6453A	27
C34	fanconi anemia pathway	women	up	#B6453A	27
C34	cell cycle checkpoints	men	up	#4A75A9	27
C34	g2 m checkpoints	men	up	#4A75A9	27
C34	synthesis of dna	men	up	#4A75A9	27
C34	dna replication	men	up	#4A75A9	27
C34	cell cycle mitotic	men	up	#4A75A9	27
C34	activation of atr in response to replication stress	men	up	#4A75A9	27
C34	s phase	men	up	#4A75A9	27
C34	chromosome maintenance	men	up	#4A75A9	27
C34	mitotic spindle checkpoint	men	up	#4A75A9	27
C34	diseases of dna repair	men	up	#4A75A9	27
C34	mitotic metaphase and anaphase	men	up	#4A75A9	27
C34	hdr through homologous recombination hrr	men	up	#4A75A9	27
C34	dna replication pre initiation	men	up	#4A75A9	27
C34	mitotic g1 phase and g1 s transition	men	up	#4A75A9	27
C34	homology directed repair	men	up	#4A75A9	27
C34	separation of sister chromatids	men	up	#4A75A9	27
C34	activation of the pre replicative complex	men	up	#4A75A9	27
C34	switching of origins to a post replicative state	men	up	#4A75A9	27
C34	trna processing	men	up	#4A75A9	27
C34	resolution of sister chromatid cohesion	men	up	#4A75A9	27
C34	orc1 removal from chromatin	men	up	#4A75A9	27
C34	apc c mediated degradation of cell cycle proteins	men	up	#4A75A9	27
C34	m phase	men	up	#4A75A9	27
C34	snrnp assembly	men	up	#4A75A9	27
C34	g2 m dna damage checkpoint	men	up	#4A75A9	27
C34	rrna modification in the nucleus and cytosol	men	up	#4A75A9	27
C34	dna double strand break repair	men	up	#4A75A9	27
C34	dna repair	men	up	#4A75A9	27
C34	trna processing in the nucleus	men	up	#4A75A9	27
C34	rho gtpases activate formins	men	up	#4A75A9	27
C34	mitotic prometaphase	men	up	#4A75A9	27
C34	hdr through single strand annealing ssa	men	up	#4A75A9	27
C34	sumoylation of dna replication proteins	men	up	#4A75A9	27
C34	interactions of rev with host cellular proteins	men	up	#4A75A9	27
C34	resolution of ap sites via the multiple nucleotide patch replacement pathway	men	up	#4A75A9	27
C34	regulation of tp53 activity through phosphorylation	men	up	#4A75A9	27
C34	transport of mature mrnas derived from intronless transcripts	men	up	#4A75A9	27
C34	translation	men	up	#4A75A9	27
C34	resolution of abasic sites ap sites	men	up	#4A75A9	27
C34	processing of dna double strand break ends	men	up	#4A75A9	27
C34	extension of telomeres	men	up	#4A75A9	27
C34	g0 and early g1	men	up	#4A75A9	27
C34	export of viral ribonucleoproteins from nucleus	men	up	#4A75A9	27
C34	lagging strand synthesis	men	up	#4A75A9	27
C34	nuclear import of rev protein	men	up	#4A75A9	27
C34	base excision repair	men	up	#4A75A9	27
C34	telomere c strand lagging strand synthesis	men	up	#4A75A9	27
C34	rrna processing	men	up	#4A75A9	27
C34	resolution of d loop structures through synthesis dependent strand annealing sdsa	men	up	#4A75A9	27
C34	nuclear envelope breakdown	men	up	#4A75A9	27
C34	nuclear pore complex npc disassembly	men	up	#4A75A9	27
C34	copi dependent golgi to er retrograde traffic	men	up	#4A75A9	27
C34	tp53 regulates transcription of genes involved in g2 cell cycle arrest	men	up	#4A75A9	27
C34	metabolism of nucleotides	men	up	#4A75A9	27
C34	meiotic recombination	men	up	#4A75A9	27
C34	collagen formation	men	up	#4A75A9	27
C34	influenza infection	men	up	#4A75A9	27
C34	dual incision in gg ner	men	up	#4A75A9	27
C34	assembly of collagen fibrils and other multimeric structures	men	up	#4A75A9	27
C34	tp53 regulates transcription of dna repair genes	men	up	#4A75A9	27
C34	processive synthesis on the c strand of the telomere	men	up	#4A75A9	27
C34	syndecan interactions	men	up	#4A75A9	27
C34	collagen degradation	men	up	#4A75A9	27
C34	collagen biosynthesis and modifying enzymes	men	up	#4A75A9	27
C34	diseases of programmed cell death	men	up	#4A75A9	27
C34	met activates ptk2 signaling	men	up	#4A75A9	27
C34	sars cov 2 modulates host translation machinery	men	up	#4A75A9	27
C34	srp dependent cotranslational protein targeting to membrane	men	up	#4A75A9	27
C34	interconversion of nucleotide di and triphosphates	men	up	#4A75A9	27
C34	nuclear events kinase and transcription factor activation	common	down	#19787F	27
C34	surfactant metabolism	common	down	#19787F	27
C34	signaling by bmp	women	down	#B6453A	27
C34	g alpha s signalling events	men	down	#4A75A9	27
C34	regulation of insulin secretion	men	down	#4A75A9	27
C34	sumoylation of intracellular receptors	men	down	#4A75A9	27
C34	integration of energy metabolism	men	down	#4A75A9	27
C34	sema4d in semaphorin signaling	men	down	#4A75A9	27
C25	gpvi mediated activation cascade	common	up	#19787F	28
C25	mitotic metaphase and anaphase	women	up	#B6453A	28
C25	syndecan interactions	women	up	#B6453A	28
C25	neutrophil degranulation	women	up	#B6453A	28
C25	antiviral mechanism by ifn stimulated genes	women	up	#B6453A	28
C25	regulation of ras by gaps	women	up	#B6453A	28
C25	dna replication pre initiation	women	up	#B6453A	28
C25	s phase	women	up	#B6453A	28
C25	dna replication	women	up	#B6453A	28
C25	transcriptional regulation by ventx	women	up	#B6453A	28
C25	fcgamma receptor fcgr dependent phagocytosis	women	up	#B6453A	28
C25	purinergic signaling in leishmaniasis infection	women	up	#B6453A	28
C25	role of lat2 ntal lab on calcium mobilization	women	up	#B6453A	28
C25	sphingolipid de novo biosynthesis	women	up	#B6453A	28
C25	regulation of cholesterol biosynthesis by srebp srebf	women	up	#B6453A	28
C25	esr mediated signaling	women	up	#B6453A	28
C25	met activates ptk2 signaling	men	up	#4A75A9	28
C25	collagen biosynthesis and modifying enzymes	men	up	#4A75A9	28
C25	collagen chain trimerization	men	up	#4A75A9	28
C25	laminin interactions	men	up	#4A75A9	28
C25	integrin cell surface interactions	men	up	#4A75A9	28
C25	ecm proteoglycans	men	up	#4A75A9	28
C11	cell cycle checkpoints	common	up	#19787F	29
C11	activation of the pre replicative complex	common	up	#19787F	29
C11	dna replication	common	up	#19787F	29
C11	activation of atr in response to replication stress	common	up	#19787F	29
C11	cell cycle mitotic	common	up	#19787F	29
C11	mitotic g1 phase and g1 s transition	common	up	#19787F	29
C11	synthesis of dna	common	up	#19787F	29
C11	g2 m checkpoints	common	up	#19787F	29
C11	s phase	common	up	#19787F	29
C11	mitotic spindle checkpoint	common	up	#19787F	29
C11	dna strand elongation	common	up	#19787F	29
C11	mitotic metaphase and anaphase	common	up	#19787F	29
C11	ns1 mediated effects on host pathways	common	up	#19787F	29
C11	dna replication pre initiation	common	up	#19787F	29
C11	antiviral mechanism by ifn stimulated genes	common	up	#19787F	29
C11	transport of mature mrnas derived from intronless transcripts	common	up	#19787F	29
C11	dna double strand break repair	common	up	#19787F	29
C11	chromosome maintenance	common	up	#19787F	29
C11	transport of the slbp dependant mature mrna	common	up	#19787F	29
C11	sumoylation of dna replication proteins	common	up	#19787F	29
C11	resolution of sister chromatid cohesion	common	up	#19787F	29
C11	snrnp assembly	common	up	#19787F	29
C11	homology directed repair	common	up	#19787F	29
C11	mitotic prometaphase	common	up	#19787F	29
C11	m phase	common	up	#19787F	29
C11	hdr through homologous recombination hrr	common	up	#19787F	29
C11	g2 m dna damage checkpoint	common	up	#19787F	29
C11	dna repair	common	up	#19787F	29
C11	nuclear pore complex npc disassembly	common	up	#19787F	29
C11	processing of dna double strand break ends	common	up	#19787F	29
C11	separation of sister chromatids	common	up	#19787F	29
C11	telomere c strand lagging strand synthesis	common	up	#19787F	29
C11	diseases of dna repair	common	up	#19787F	29
C11	deposition of new cenpa containing nucleosomes at the centromere	common	up	#19787F	29
C11	switching of origins to a post replicative state	common	up	#19787F	29
C11	collagen biosynthesis and modifying enzymes	common	up	#19787F	29
C11	homologous dna pairing and strand exchange	common	up	#19787F	29
C11	lagging strand synthesis	common	up	#19787F	29
C11	extension of telomeres	common	up	#19787F	29
C11	orc1 removal from chromatin	common	up	#19787F	29
C11	collagen chain trimerization	common	up	#19787F	29
C11	rho gtpases activate formins	common	up	#19787F	29
C11	syndecan interactions	common	up	#19787F	29
C11	sumoylation of dna damage response and repair proteins	common	up	#19787F	29
C11	collagen degradation	common	up	#19787F	29
C11	regulation of tp53 activity through phosphorylation	common	up	#19787F	29
C11	telomere maintenance	common	up	#19787F	29
C11	collagen formation	common	up	#19787F	29
C11	non integrin membrane ecm interactions	common	up	#19787F	29
C11	apc c mediated degradation of cell cycle proteins	common	up	#19787F	29
C11	host interactions of hiv factors	common	up	#19787F	29
C11	resolution of d loop structures	common	up	#19787F	29
C11	interferon signaling	common	up	#19787F	29
C11	binding and uptake of ligands by scavenger receptors	common	up	#19787F	29
C11	polymerase switching on the c strand of the telomere	common	up	#19787F	29
C11	g1 s specific transcription	common	up	#19787F	29
C11	hdr through single strand annealing ssa	common	up	#19787F	29
C11	base excision repair	common	up	#19787F	29
C11	resolution of ap sites via the multiple nucleotide patch replacement pathway	common	up	#19787F	29
C11	g0 and early g1	common	up	#19787F	29
C11	met activates ptk2 signaling	common	up	#19787F	29
C11	ncam1 interactions	common	up	#19787F	29
C11	pcna dependent long patch base excision repair	common	up	#19787F	29
C11	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	29
C11	resolution of d loop structures through synthesis dependent strand annealing sdsa	common	up	#19787F	29
C11	ecm proteoglycans	common	up	#19787F	29
C11	hiv life cycle	common	up	#19787F	29
C11	resolution of abasic sites ap sites	common	up	#19787F	29
C11	met promotes cell motility	common	up	#19787F	29
C11	meiotic recombination	common	up	#19787F	29
