term1	term2	sex	nes	ids	colors
Osteoarthritis	fenoprofen	women	0	8	#000000
Osteoarthritis	etoricoxib	women	0	8	#000000
Osteoarthritis	oxaprozin	women	0	8	#000000
Osteoarthritis	celecoxib	women	0	8	#000000
Osteoarthritis	valdecoxib	women	0	8	#000000
Osteoarthritis	piroxicam	women	0	8	#000000
Osteoarthritis	diflunisal	women	0	8	#000000
Osteoarthritis	meloxicam	women	0	8	#000000
Osteoarthritis	tenoxicam	women	0	8	#000000
Osteoarthritis	naproxen	women	0	8	#000000
Osteoarthritis	salsalate	women	0	8	#000000
Osteoarthritis	tolmetin	women	0	8	#000000
Osteoarthritis	nabumetone	women	0	8	#000000
Osteoarthritis	etodolac	women	0	8	#000000
Osteoarthritis	sulindac	women	0	8	#000000
Systemic lupus erythematosus	sulindac	women	0	8	#000000
Mixed connective tissue disease	sulindac	women	0	8	#000000
Osteoarthritis	meclofenamate	women	0	8	#000000
Systemic lupus erythematosus	hydroxychloroquine	women	0	8	#000000
Systemic lupus erythematosus	furosemide	women	0	8	#000000
Cystitis	norfloxacin	women	0	8	#000000
Cystitis	lomefloxacin	women	0	8	#000000
Endometriosis	norethisterone	women	0	8	#000000
Kidney transplant rejection	rapamycin	women	0	8	#000000
Trachoma	doxycycline	men	0	8	#000000
Sinusitis	doxycycline	men	0	8	#000000
Acne	doxycycline	men	0	8	#000000
Rosacea	doxycycline	men	0	8	#000000
Cystitis	doxycycline	men	0	8	#000000
Trachoma	tetracycline	men	0	8	#000000
Hepatitis C	ribavirin	men	0	8	#000000
Bronchopulmonary aspergillosis allergic	prednisolone	men	0	8	#000000
Mycosis fungoides	prednisolone	men	0	8	#000000
Blood disorder	prednisolone	men	0	8	#000000
Sarcoidosis	prednisolone	men	0	8	#000000
Multiple sclerosis	prednisolone	men	0	8	#000000
Asthma	prednisolone	men	0	8	#000000
Organising pneumonia	prednisolone	men	0	8	#000000
Crohn's disease	prednisolone	men	0	8	#000000
Colitis ulcerative	prednisolone	men	0	8	#000000
Psoriatic arthropathy	prednisolone	men	0	8	#000000
Rosacea	prednisolone	men	0	8	#000000
Osteoarthritis	prednisolone	men	0	8	#000000
Systemic lupus erythematosus	prednisolone	men	0	8	#000000
Dermatomyositis	prednisolone	men	0	8	#000000
Polymyalgia rheumatica	prednisolone	men	0	8	#000000
Malignant neoplasm of esophagus	irinotecan	men	0	8	#000000
Malignant neoplasm of pancreas	irinotecan	men	0	8	#000000
Lung neoplasm malignant	irinotecan	men	0	8	#000000
Malignant neoplasm of esophagus	cisplatin	men	0	8	#000000
Hepatic cancer	cisplatin	men	0	8	#000000
Lung neoplasm malignant	cisplatin	men	0	8	#000000
Breast cancer	cisplatin	men	0	8	#000000
Prostate cancer	cisplatin	men	0	8	#000000
Bladder cancer	cisplatin	men	0	8	#000000
Brain neoplasm malignant	cisplatin	men	0	8	#000000
Adrenal gland cancer	cisplatin	men	0	8	#000000
Malignant neoplasm of esophagus	methotrexate	men	0	8	#000000
Lung neoplasm malignant	methotrexate	men	0	8	#000000
Breast cancer	methotrexate	men	0	8	#000000
Bladder cancer	methotrexate	men	0	8	#000000
Mycosis fungoides	methotrexate	men	0	8	#000000
Psoriatic arthropathy	methotrexate	men	0	8	#000000
Malignant neoplasm of esophagus	5-fu	men	0	8	#000000
Colon cancer	5-fu	men	0	8	#000000
Seborrhoeic keratosis	5-fu	men	0	8	#000000
Gastric cancer	doxorubicin	men	0	8	#000000
Hepatic cancer	doxorubicin	men	0	8	#000000
Lung neoplasm malignant	doxorubicin	men	0	8	#000000
Breast cancer	doxorubicin	men	0	8	#000000
Prostate cancer	doxorubicin	men	0	8	#000000
Bladder cancer	doxorubicin	men	0	8	#000000
Thyroid cancer	doxorubicin	men	0	8	#000000
Plasma cell myeloma	doxorubicin	men	0	8	#000000
Acute myeloid leukaemia	doxorubicin	men	0	8	#000000
Colon cancer	capecitabine	men	0	8	#000000
Breast cancer	capecitabine	men	0	8	#000000
Hepatic cancer	mitoxantrone	men	0	8	#000000
Breast cancer	mitoxantrone	men	0	8	#000000
Prostate cancer	mitoxantrone	men	0	8	#000000
Acute myeloid leukaemia	mitoxantrone	men	0	8	#000000
Multiple sclerosis	mitoxantrone	men	0	8	#000000
Hepatic cancer	etoposide	men	0	8	#000000
Prostate cancer	etoposide	men	0	8	#000000
Bladder cancer	etoposide	men	0	8	#000000
Malignant neoplasm of pancreas	topotecan	men	0	8	#000000
Lung neoplasm malignant	topotecan	men	0	8	#000000
Plasma cell myeloma	topotecan	men	0	8	#000000
Malignant neoplasm of pancreas	gemcitabine	men	0	8	#000000
Lung neoplasm malignant	gemcitabine	men	0	8	#000000
Breast cancer	gemcitabine	men	0	8	#000000
Bladder cancer	gemcitabine	men	0	8	#000000
Malignant neoplasm of islets of Langerhans	dacarbazine	men	0	8	#000000
Lung neoplasm malignant	morphine	men	0	8	#000000
Parkinson's disease	morphine	men	0	8	#000000
Asthma	morphine	men	0	8	#000000
Colitis ulcerative	morphine	men	0	8	#000000
Lung neoplasm malignant	sunitinib	men	0	8	#000000
Gastrointestinal stromal tumour	sunitinib	men	0	8	#000000
Lung neoplasm malignant	vinorelbine	men	0	8	#000000
Breast cancer	vinorelbine	men	0	8	#000000
Lung neoplasm malignant	teniposide	men	0	8	#000000
Lung neoplasm malignant	hydroxyurea	men	0	8	#000000
Chronic myeloid leukaemia	hydroxyurea	men	0	8	#000000
Myeloproliferative disorder	hydroxyurea	men	0	8	#000000
Sickle cell anaemia	hydroxyurea	men	0	8	#000000
Breast cancer	everolimus	men	0	8	#000000
Breast cancer	eribulin	men	0	8	#000000
Breast cancer	raltitrexed	men	0	8	#000000
Breast cancer	idarubicin	men	0	8	#000000
Acute myeloid leukaemia	idarubicin	men	0	8	#000000
Breast cancer	dexrazoxane	men	0	8	#000000
Breast cancer	pemetrexed	men	0	8	#000000
Breast cancer	ixabepilone	men	0	8	#000000
Breast cancer	paliperidone	men	0	8	#000000
Schizophrenia	paliperidone	men	0	8	#000000
Parkinson's disease	paliperidone	men	0	8	#000000
Dementia with Lewy bodies	paliperidone	men	0	8	#000000
Breast cancer	risperidone	men	0	8	#000000
Schizophrenia	risperidone	men	0	8	#000000
Bipolar disorder	risperidone	men	0	8	#000000
Autism	risperidone	men	0	8	#000000
Parkinson's disease	risperidone	men	0	8	#000000
Dementia Alzheimer's type	risperidone	men	0	8	#000000
Dementia with Lewy bodies	risperidone	men	0	8	#000000
Prostate cancer	cabazitaxel	men	0	8	#000000
Prostate cancer	flutamide	men	0	8	#000000
Prostate cancer	bicalutamide	men	0	8	#000000
Prostate cancer	eaca	men	0	8	#000000
Blood disorder	eaca	men	0	8	#000000
Mycosis fungoides	bexarotene	men	0	8	#000000
Mycosis fungoides	triamcinolone	men	0	8	#000000
Blood disorder	triamcinolone	men	0	8	#000000
Sarcoidosis	triamcinolone	men	0	8	#000000
Multiple sclerosis	triamcinolone	men	0	8	#000000
Asthma	triamcinolone	men	0	8	#000000
Colitis ulcerative	triamcinolone	men	0	8	#000000
Psoriatic arthropathy	triamcinolone	men	0	8	#000000
Osteoarthritis	triamcinolone	men	0	8	#000000
Systemic lupus erythematosus	triamcinolone	men	0	8	#000000
Dermatomyositis	triamcinolone	men	0	8	#000000
Mycosis fungoides	prednisone	men	0	8	#000000
Blood disorder	prednisone	men	0	8	#000000
Sarcoidosis	prednisone	men	0	8	#000000
Multiple sclerosis	prednisone	men	0	8	#000000
Asthma	prednisone	men	0	8	#000000
Crohn's disease	prednisone	men	0	8	#000000
Colitis ulcerative	prednisone	men	0	8	#000000
Psoriatic arthropathy	prednisone	men	0	8	#000000
Osteoarthritis	prednisone	men	0	8	#000000
Systemic lupus erythematosus	prednisone	men	0	8	#000000
Dermatomyositis	prednisone	men	0	8	#000000
Mycosis fungoides	methylprednisolone	men	0	8	#000000
Blood disorder	methylprednisolone	men	0	8	#000000
Sarcoidosis	methylprednisolone	men	0	8	#000000
Multiple sclerosis	methylprednisolone	men	0	8	#000000
Asthma	methylprednisolone	men	0	8	#000000
Colitis ulcerative	methylprednisolone	men	0	8	#000000
Psoriatic arthropathy	methylprednisolone	men	0	8	#000000
Osteoarthritis	methylprednisolone	men	0	8	#000000
Systemic lupus erythematosus	methylprednisolone	men	0	8	#000000
Dermatomyositis	methylprednisolone	men	0	8	#000000
Polymyalgia rheumatica	methylprednisolone	men	0	8	#000000
Peripheral T-cell lymphoma unspecified	pralatrexate	men	0	8	#000000
Plasma cell myeloma	lenalidomide	men	0	8	#000000
Plasma cell myeloma	pomalidomide	men	0	8	#000000
Plasma cell myeloma	carfilzomib	men	0	8	#000000
Plasma cell myeloma	bortezomib	men	0	8	#000000
Plasma cell myeloma	clodronate	men	0	8	#000000
Asthma	clodronate	men	0	8	#000000
Crohn's disease	clodronate	men	0	8	#000000
Plasma cell myeloma	bcnu	men	0	8	#000000
Acute myeloid leukaemia	clofarabine	men	0	8	#000000
Acute myeloid leukaemia	cytarabine	men	0	8	#000000
Acute myeloid leukaemia	5-azacytidine	men	0	8	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	men	0	8	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	men	0	8	#000000
Myeloproliferative disorder	5-azacytidine	men	0	8	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	men	0	8	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	men	0	8	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	men	0	8	#000000
Acute myeloid leukaemia	6-mercaptopurine	men	0	8	#000000
Chronic myeloid leukaemia	nilotinib	men	0	8	#000000
Polycythaemia vera	ruxolitinib	men	0	8	#000000
Myelofibrosis	ruxolitinib	men	0	8	#000000
Myeloproliferative disorder	anagrelide	men	0	8	#000000
Myeloproliferative disorder	udca	men	0	8	#000000
Systemic mastocytosis	omeprazole	men	0	8	#000000
Systemic mastocytosis	ranitidine	men	0	8	#000000
Leukocytosis	flurbiprofen	men	0	8	#000000
Osteoarthritis	flurbiprofen	men	0	8	#000000
Leukopenia	procainamide	men	0	8	#000000
Blood disorder	procainamide	men	0	8	#000000
Leukopenia	eprosartan	men	0	8	#000000
Blood disorder	oxymetholone	men	0	8	#000000
Blood disorder	ticlopidine	men	0	8	#000000
Type 1 diabetes mellitus	captopril	men	0	8	#000000
Type 2 diabetes mellitus	captopril	men	0	8	#000000
Collagen-vascular disease	captopril	men	0	8	#000000
Type 1 diabetes mellitus	metformin	men	0	8	#000000
Type 2 diabetes mellitus	metformin	men	0	8	#000000
Type 1 diabetes mellitus	glipizide	men	0	8	#000000
Type 2 diabetes mellitus	glipizide	men	0	8	#000000
Type 1 diabetes mellitus	repaglinide	men	0	8	#000000
Type 2 diabetes mellitus	repaglinide	men	0	8	#000000
Type 1 diabetes mellitus	pioglitazone	men	0	8	#000000
Type 2 diabetes mellitus	pioglitazone	men	0	8	#000000
Type 2 diabetes mellitus	orlistat	men	0	8	#000000
Type 2 diabetes mellitus	atorvastatin	men	0	8	#000000
Premature menopause	atorvastatin	men	0	8	#000000
Peripheral vascular disorder	atorvastatin	men	0	8	#000000
Type 2 diabetes mellitus	miglitol	men	0	8	#000000
Type 2 diabetes mellitus	gliclazide	men	0	8	#000000
Type 2 diabetes mellitus	nateglinide	men	0	8	#000000
Type 2 diabetes mellitus	fenofibrate	men	0	8	#000000
Peripheral vascular disorder	fenofibrate	men	0	8	#000000
Type 2 diabetes mellitus	telmisartan	men	0	8	#000000
Type 2 diabetes mellitus	mifepristone	men	0	8	#000000
Type 2 diabetes mellitus	lorcaserin	men	0	8	#000000
Type 2 diabetes mellitus	losartan	men	0	8	#000000
Type 2 diabetes mellitus	bromocriptine	men	0	8	#000000
Parkinson's disease	bromocriptine	men	0	8	#000000
Premature menopause	simvastatin	men	0	8	#000000
Peripheral vascular disorder	simvastatin	men	0	8	#000000
Nicotine dependence	nicotine	men	0	8	#000000
Thromboangiitis obliterans	nicotine	men	0	8	#000000
Schizophrenia	propericiazine	men	0	8	#000000
Schizophrenia	reserpine	men	0	8	#000000
Schizophrenia	clomipramine	men	0	8	#000000
Parkinson's disease	clomipramine	men	0	8	#000000
Schizophrenia	amisulpride	men	0	8	#000000
Schizophrenia	iloperidone	men	0	8	#000000
Schizophrenia	levomepromazine	men	0	8	#000000
Bipolar disorder	levomepromazine	men	0	8	#000000
Bipolar disorder	maprotiline	men	0	8	#000000
Recurrent depressive disorder	maprotiline	men	0	8	#000000
Bipolar disorder	topiramate	men	0	8	#000000
Bipolar I disorder	fluoxetine	men	0	8	#000000
Parkinson's disease	memantine	men	0	8	#000000
Dementia Alzheimer's type	memantine	men	0	8	#000000
Parkinson's disease	rasagiline	men	0	8	#000000
Parkinson's disease	midodrine	men	0	8	#000000
Parkinson's disease	rivastigmine	men	0	8	#000000
Dementia Alzheimer's type	rivastigmine	men	0	8	#000000
Dementia Alzheimer's type	citalopram	men	0	8	#000000
Cerebral infarction	citalopram	men	0	8	#000000
Multiple sclerosis	cyanocobalamin	men	0	8	#000000
Crohn's disease	cyanocobalamin	men	0	8	#000000
Acute myocardial infarction	eptifibatide	men	0	8	#000000
Acute myocardial infarction	isosorbide	men	0	8	#000000
Acute myocardial infarction	prasugrel	men	0	8	#000000
Acute myocardial infarction	clopidogrel	men	0	8	#000000
Acute myocardial infarction	papaverine	men	0	8	#000000
Peripheral vascular disorder	papaverine	men	0	8	#000000
Acute myocardial infarction	valsartan	men	0	8	#000000
Acute myocardial infarction	lisinopril	men	0	8	#000000
Acute myocardial infarction	trandolapril	men	0	8	#000000
Acute myocardial infarction	verapamil	men	0	8	#000000
Chronic atrial fibrillation	verapamil	men	0	8	#000000
Peripheral vascular disorder	verapamil	men	0	8	#000000
Asthma	verapamil	men	0	8	#000000
Acute myocardial infarction	atropine	men	0	8	#000000
Irritable bowel syndrome	atropine	men	0	8	#000000
Cystitis	atropine	men	0	8	#000000
Atrial fibrillation and flutter	amiodarone	men	0	8	#000000
Asthma	amiodarone	men	0	8	#000000
Chronic atrial fibrillation	digoxin	men	0	8	#000000
Peripheral vascular disorder	pentoxifylline	men	0	8	#000000
Peripheral vascular disorder	amlodipine	men	0	8	#000000
Intermittent claudication	cilostazol	men	0	8	#000000
Acrocyanosis	arginine	men	0	8	#000000
Sinusitis	moxifloxacin	men	0	8	#000000
Acne	moxifloxacin	men	0	8	#000000
Sinusitis	acetaminophen	men	0	8	#000000
Osteoarthritis	acetaminophen	men	0	8	#000000
Sinusitis	mometasone	men	0	8	#000000
Asthma	mometasone	men	0	8	#000000
Psoriasis	mometasone	men	0	8	#000000
Asthma	choline	men	0	8	#000000
Alcoholic liver disease	choline	men	0	8	#000000
Asthma	zileuton	men	0	8	#000000
Asthma	montelukast	men	0	8	#000000
Asthma	ketorolac	men	0	8	#000000
Osteoarthritis	ketorolac	men	0	8	#000000
Asthma	ketotifen	men	0	8	#000000
Asthma	budesonide	men	0	8	#000000
Crohn's disease	budesonide	men	0	8	#000000
Colitis ulcerative	budesonide	men	0	8	#000000
Asthma	flunisolide	men	0	8	#000000
Asthma	ciclesonide	men	0	8	#000000
Asthma	oseltamivir	men	0	8	#000000
Asthma	ampicillin	men	0	8	#000000
Asthma	n-acetylcysteine	men	0	8	#000000
Interstitial lung disease	dabrafenib	men	0	8	#000000
Interstitial lung disease	trametinib	men	0	8	#000000
Idiopathic pulmonary fibrosis	pirfenidone	men	0	8	#000000
Cheilosis	pyridoxine	men	0	8	#000000
Crohn's disease	azathioprine	men	0	8	#000000
Colitis ulcerative	azathioprine	men	0	8	#000000
Systemic lupus erythematosus	azathioprine	men	0	8	#000000
Dermatomyositis	azathioprine	men	0	8	#000000
Colitis ulcerative	balsalazide	men	0	8	#000000
Colitis ulcerative	indomethacin	men	0	8	#000000
Osteoarthritis	indomethacin	men	0	8	#000000
Irritable bowel syndrome	lubiprostone	men	0	8	#000000
Irritable bowel syndrome	darifenacin	men	0	8	#000000
Irritable bowel syndrome	tegaserod	men	0	8	#000000
Psoriatic arthropathy	leflunomide	men	0	8	#000000
Psoriatic arthropathy	auranofin	men	0	8	#000000
Psoriatic arthropathy	apremilast	men	0	8	#000000
Psoriasis	calcipotriol	men	0	8	#000000
Psoriasis	hydrocortisone	men	0	8	#000000
Psoriasis	acitretin	men	0	8	#000000
Psoriasis	amcinonide	men	0	8	#000000
Psoriasis	tazarotene	men	0	8	#000000
Acne vulgaris	tazarotene	men	0	8	#000000
Seborrhoeic keratosis	tazarotene	men	0	8	#000000
Psoriasis	fluocinonide	men	0	8	#000000
Psoriasis	betamethasone	men	0	8	#000000
Psoriasis	halcinonide	men	0	8	#000000
Acne vulgaris	adapalene	men	0	8	#000000
Acne vulgaris	retinol	men	0	8	#000000
Acne	ofloxacin	men	0	8	#000000
Cystitis	ofloxacin	men	0	8	#000000
Rosacea	loteprednol	men	0	8	#000000
Rosacea	rescinnamine	men	0	8	#000000
Seborrhoeic keratosis	diclofenac	men	0	8	#000000
Osteoarthritis	diclofenac	men	0	8	#000000
Osteoarthritis	ketoprofen	men	0	8	#000000
Osteoarthritis	tramadol	men	0	8	#000000
Osteoarthritis	ciprofloxacin	men	0	8	#000000
Cystitis	ciprofloxacin	men	0	8	#000000
Osteoarthritis	rofecoxib	men	0	8	#000000
Osteoarthritis	fenoprofen	men	0	8	#000000
Osteoarthritis	etoricoxib	men	0	8	#000000
Osteoarthritis	oxaprozin	men	0	8	#000000
Osteoarthritis	celecoxib	men	0	8	#000000
Osteoarthritis	valdecoxib	men	0	8	#000000
Osteoarthritis	piroxicam	men	0	8	#000000
Osteoarthritis	diflunisal	men	0	8	#000000
Osteoarthritis	meloxicam	men	0	8	#000000
Osteoarthritis	tenoxicam	men	0	8	#000000
Osteoarthritis	naproxen	men	0	8	#000000
Osteoarthritis	salsalate	men	0	8	#000000
Osteoarthritis	tolmetin	men	0	8	#000000
Osteoarthritis	nabumetone	men	0	8	#000000
Osteoarthritis	etodolac	men	0	8	#000000
Osteoarthritis	sulindac	men	0	8	#000000
Systemic lupus erythematosus	sulindac	men	0	8	#000000
Mixed connective tissue disease	sulindac	men	0	8	#000000
Osteoarthritis	meclofenamate	men	0	8	#000000
Systemic lupus erythematosus	hydroxychloroquine	men	0	8	#000000
Systemic lupus erythematosus	furosemide	men	0	8	#000000
Sjogren's syndrome	pilocarpine	men	0	8	#000000
Cystitis	norfloxacin	men	0	8	#000000
Cystitis	lomefloxacin	men	0	8	#000000
Endometriosis	norethisterone	men	0	8	#000000
Kidney transplant rejection	rapamycin	men	0	8	#000000
Hepatic cancer	mitoxantrone	women	0	9	#000000
Breast cancer	mitoxantrone	women	0	9	#000000
Prostate cancer	mitoxantrone	women	0	9	#000000
Acute myeloid leukaemia	mitoxantrone	women	0	9	#000000
Multiple sclerosis	mitoxantrone	women	0	9	#000000
Malignant neoplasm of pancreas	gemcitabine	women	0	9	#000000
Lung neoplasm malignant	gemcitabine	women	0	9	#000000
Breast cancer	gemcitabine	women	0	9	#000000
Bladder cancer	gemcitabine	women	0	9	#000000
Lung neoplasm malignant	sunitinib	women	0	9	#000000
Gastrointestinal stromal tumour	sunitinib	women	0	9	#000000
Lung neoplasm malignant	teniposide	women	0	9	#000000
Breast cancer	idarubicin	women	0	9	#000000
Acute myeloid leukaemia	idarubicin	women	0	9	#000000
Acute myeloid leukaemia	clofarabine	women	0	9	#000000
Acute myeloid leukaemia	histamine	women	0	9	#000000
Acute myeloid leukaemia	5-azacytidine	women	0	9	#000000
Chronic myelomonocytic leukaemia	5-azacytidine	women	0	9	#000000
Refractory anaemia with an excess of blasts	5-azacytidine	women	0	9	#000000
Myeloproliferative disorder	5-azacytidine	women	0	9	#000000
Acute myeloid leukaemia	5-aza-2'-deoxycytidine	women	0	9	#000000
Chronic myelomonocytic leukaemia	5-aza-2'-deoxycytidine	women	0	9	#000000
Refractory anaemia with an excess of blasts	5-aza-2'-deoxycytidine	women	0	9	#000000
Polycythaemia vera	ruxolitinib	women	0	9	#000000
Myelofibrosis	ruxolitinib	women	0	9	#000000
Type 1 diabetes mellitus	metformin	women	0	9	#000000
Type 2 diabetes mellitus	metformin	women	0	9	#000000
Parkinson's disease	benztropine	women	0	9	#000000
Acute myocardial infarction	dihydroergotamine	women	0	9	#000000
Sinusitis	moxifloxacin	women	0	9	#000000
Acne	moxifloxacin	women	0	9	#000000
Irritable bowel syndrome	dicyclomine	women	0	9	#000000
Acne	ofloxacin	women	0	9	#000000
Cystitis	ofloxacin	women	0	9	#000000
Osteoarthritis	ciprofloxacin	women	0	9	#000000
Cystitis	ciprofloxacin	women	0	9	#000000
Cystitis	norfloxacin	women	0	9	#000000
Cystitis	lomefloxacin	women	0	9	#000000
Trachoma	azithromycin	men	0	9	#000000
Acne	azithromycin	men	0	9	#000000
Malignant neoplasm of esophagus	irinotecan	men	0	9	#000000
Malignant neoplasm of pancreas	irinotecan	men	0	9	#000000
Lung neoplasm malignant	irinotecan	men	0	9	#000000
Malignant neoplasm of esophagus	5-fu	men	0	9	#000000
Colon cancer	5-fu	men	0	9	#000000
Seborrhoeic keratosis	5-fu	men	0	9	#000000
Gastric cancer	doxorubicin	men	0	9	#000000
